title,cover_image,ean,publication_date,summary,book_format,authors
La vie hantée d'Anya,9782369810445_C.jpg,9782369810445,28/08/2019,"Anya a l'impression d'être en permanence la petite nouvelle : fille d'immigrés, elle n'a jamais réussi à trouver complètement sa place. Mais quand elle tombe dans un puits et découvre le fantôme qui s'y trouve, elle a l'impression de se faire son premier véritable ami. Les ennuis commencent quand ce fantôme, prénommé Emily, devient jaloux de tout ce qui remplit la vie d'Anya.",18.7x25.5cm,"Alice Delarbre (Traducteur), Vera Brosgol (Auteur + illustrateur)"
Aspirine,9782369811206_C.jpg,9782369811206,05/06/2019,"Quelques mois ont passé depuis la première aventure d’Aspirine et de ses complices. Ils connaissent mieux leurs pouvoirs, ils apprennent à maîtriser leur rage. Aspirine se défoule notamment dans son journal intime.  Elle et Yidgor y vivent des aventures lugubres et dangereuses, l’une d’elles consiste à racheter des morts fraichement pendus pour les réanimer et leur confier une mission des plus complexes... voler une larve de Dieu qui organise des séances de jouvence nauséabondes pour ses adorateurs.   Alors que tous les candidats échouent, Dick, un gosse des rues, sorte de gavroche désespéré et couturé y parvient. Mais il ne se satisfera pas de son rôle de sous-fifre et fera tout pour récupérer son âme détenue par Yidgor. Ajoutez à ça un occultiste qui se la joue Belle au bois dormant et une momie ivre… Aspirine et ses amis ne veulent pas qu’on les traite de super-héros, ils considèrent qu’ils sont des méchants face à des personnes encore plus méchantes ! Comment tout cela ne finirait-il pas dans un bain de sang ?",21.2x27.5cm,"Joann Sfar (Auteur + illustrateur), Brigitte Findakly (Coloriste)"
Aliénor Mandragore,9782369810278_C.jpg,9782369810278,22/05/2019,"Direction la forêt de Brocéliande. Revenue du royaume souterrain des Korrigans, Aliénor est troublée. Déjà, avec Lancelot – à qui il a poussé des cornes -, ils ne s'adressent plus la parole. Mais ce n'est pas tout. Alors que cela lui avait été strictement interdit, la jeune fille a là-bas touché la baguette d'une fée. C'était plus fort qu'elle ! Mais pourquoi cette attirance ? Son ermite qui est censé tout connaître d'elle voudrait bien l'aider à comprendre, mais une partie de ses souvenirs est restée dans le Val sans retour. Où décide de se rendre immédiatement Aliénor, malgré le danger qu'une telle expédition représente…",21.6x28.4cm,"Thomas Labourot (Illustrateur), Séverine Gauthier (Scénariste), Luc Pedriset (Coloriste)"
Eden,9782369816614_C.jpg,9782369816614,22/05/2019,"Les tensions entre le peuple et le pouvoir ont atteint un point de non-retour. La ville se consume, ravagée par les flammes des combats qui s'étendent jusqu'à l'Apex. Au mileu de cette révolte, les masques tombent et les vérités éclatent. Helix, Jonas et Circeon devront faire face à de douloureuses révélations les unissant bien malgré eux au destin de la cité.",21.7x28.2cm,"Carole Maurel (Illustrateur), Fabrice Colin (Scénariste)"
Fleur de bambou,9782369815396_C.jpg,9782369815396,22/05/2019,"À peine sauvée de la floraison, la forêt est de nouveau en danger. Les pousses de bambous sont dévorées à un rythme alarmant, et le panda roux n'y est pour rien ! Désemparés, le conseil des animaux et la fille des hommes n'arrivent pas à expliquer cet inquiétant phénomène. L'arrivée soudaine d'un intrus dans la vallée complique encore la situation et soulève de nombreux soupçons, mais promet aussi quelques espoirs de réponses...",21.8x28.3cm,"Cat Zaza (Illustrateur), Richard Marazano (Scénariste)"
Le chat assassin,9782369816270_C.jpg,9782369816270,22/05/2019,"Outrages et consternation. En parcourant l'album photo avec Ellie, Tuffy apprend qu'il est né… le 31 octobre. Très ému de voir toute la famille se déguiser pour lui souhaiter son anniversaire, il déchante rapidement en comprenant que c'est en réalité Halloween que l'on prépare. Humilié, Tuffy décide d'organiser sa propre fête, à laquelle il convie tous les chats du quartier. Mais c'est sans compter sur la participation active des chiens qui s'incrustent ! La fête dégénère quand les invités de Tuffy se joignent à la famille d'Ellie... Et si Tuffy tenait sa vengeance ?",21.6x28.4cm,"Véronique Haïtse (Traducteur), Véronique Deiss (Auteur + illustrateur), Anne Fine (Scénariste)"
Un putain de salopard T1 : Isabel,,9782810205523,24/04/2019,"Max, qui vient d'enterrer sa mère, se retrouve avec pour héritage deux photos d'elle et lui enfant quand ils vivaient au Brésil. Sur chacune d'elles, un homme différent. L'un d'eux serait-il son père ? Il plonge sur les traces de son passé, vers un camp forestier en Amazonie.Mais ses rêves d'aventure et d'exotisme buteront vite sur la réalité de cette jungle des années 70.  Il découvre un territoire gangréné par la violence, les réseaux de prostitutions, et la loi du plus fort. Il s'appuiera sur un joyeux trio déluré dont deux infirmières françaises, et surtout sur une jeune brésilienne muette, Baïa, indispensable guide.
Dans la moiteur tropicale de cet environnement hostile, chacun poursuit ses buts et tente de survivre.",24x32cm,
Un putain de salopard,9782369816720_C.jpg,9782369816720,24/04/2019,"Max, qui vient d'enterrer sa mère, se retrouve avec pour héritage deux photos d'elle et lui enfant quand ils vivaient au Brésil. Sur chacune d'elles, un homme différent. L'un d'eux serait-il son père ? Il plonge sur les traces de son passé, vers un camp forestier en Amazonie.Mais ses rêves d'aventure et d'exotisme buteront vite sur la réalité de cette jungle des années 70.  Il découvre un territoire gangréné par la violence, les réseaux de prostitutions, et la loi du plus fort. Il s'appuiera sur un joyeux trio déluré dont deux infirmières françaises, et surtout sur une jeune brésilienne muette, Baïa, indispensable guide.
Dans la moiteur tropicale de cet environnement hostile, chacun poursuit ses buts et tente de survivre.",24.3x32.1cm,"Olivier Pont (Illustrateur), Régis Loisel (Scénariste), François Lapierre (Coloriste)"
Le fils de l'Ursari,9782369817802_C.jpg,9782369817802,03/04/2019,"Quand on est le fils d'un montreur d'ours, d'un Ursari comme on dit chez les Roms, on sait qu'on ne reste jamais bien longtemps au même endroit. Harcelés par la police, chassés par des habitants, Ciprian et sa famille ont fini par relâcher leur ours et sont partis vers une nouvelle vie à Paris où, paraît-il, il y a du travail et plein d'argent à gagner. Cependant leurs rêves se fracassent sur une réalité violente. À peine installés dans le bidonville, chacun se découvre un nouveau métier. Daddu, le montreur d'ours, devient ferrailleur, M'man et Vera sont mendiantes professionnelles, Dimetriu, le grand frère, est « emprunteur » de portefeuilles et Ciprian son apprenti. Un soir, Ciprian ne ramène rien de sa « journée de travail ». C'est qu'il a découvert le paradis, le jardin du « Lusquenbour » où il observe en cachette des joueurs de lézecheck. Le garçon ne connaît rien aux échecs mais s'aperçoit vite qu'il est capable de rejouer chaque partie dans sa tête. C'est le début d'une nouvelle vie pour le fils de l'Ursari.",21.6x28.2cm,"Cyrille Pomès (Auteur + illustrateur), Isabelle Merlet (Coloriste), Xavier-Laurent Petit (Scénariste)"
Petit Vampire,9782369814726_C.jpg,9782369814726,03/04/2019,"Après une hésitation, il ne peut pas se résigner à trahir son copain. C'est finalement tous ensemble que Michel, Petit Vampire, Marguerite, Ophtalmo et
Claude prendront place sur le galion du Capitaine, guidée par l'équipage et la figure de proue Boidormante pour trouver le Gibbous en plein sommeil et lui régler son compte. Fantomate, resté bouder à la maison des horreurs, n'en croit pas ses yeux et prévient Pandora et le Capitaine des Morts qui dorment paisiblement.
Conscients du danger, ils volent jusqu'à l'immense jonque du Gibbous. Hélas, la situation est déjà bien préoccupante, Boidormante a été hypnotisée et le vaisseau qui ne peut plus bouger est attaqué de toutes parts par des boulets de canon et une nuée de Kawaii. Petit Vampire est kidnappé, les monstres et Michel sont enfermés. Le Gibbous a ce qu'il voulait, une dernière confrontation avec le Capitaine des Morts, son ennemi de toujours qui lui a volé l'amour de sa vie.
Qui gagnera cette dernière bataille, le Gibbous ou le Capitaine des Morts ?",24.1x32cm,"Joann Sfar (Auteur + illustrateur), Brigitte Findakly (Coloriste), Sandrina Jardel (Scénariste)"
Un été d'enfer !,9782369812067_C.jpg,9782369812067,13/03/2019,"Tout juste arrivée de Russie, Vera aimerait tellement que ses copines américaines la considèrent comme l'une des leurs. Mais ses multiples tentatives pour y parvenir sont rarement couronnées de succès… Son rêve :  que sa maman, qui l'élève seule avec son frère et sa sœur, puisse un jour l'envoyer dans une de ces luxueuses colonies de vacances du pays. Vera sait bien que sa famille n'a pas les moyens de se permettre ce privilège. Pourtant, elle trouve une solution, et la voilà inscrite pour deux semaines et elle compte bien profiter de tout à fond !",15.3x21.5cm,"Alice Delarbre (Traducteur), Vera Brosgol (Auteur + illustrateur)"
Brigade Verhoeven,9782369813880_C.jpg,9782369813880,13/03/2019,"Le lundi 7 avril 2003, Camille Verhoeven, commandant à la Brigade criminelle, est appelé sur une scène de crime dans une friche industrielle de Courbevoie. Deux femmes ont été torturées, tuées, dépecées… Un crime particulièrement épouvantable et déroutant. Un assassin qui a tout prévu, jusque dans le moindre détail et qui, semble-t-il, connaît bien Verhoeven. Un peu atypique, notre commandant : la quarantaine, né hypotrophique, chauve comme un oeuf, amoureux d'Irène et bientôt père de famille. Accompagné de son équipe hétéroclite et efficace, parviendra-t-il à arrêter ces crimes avant qu'il ne soit trop tard ?",23.9x32cm,"Pierre Lemaitre (Scénariste), Yannick Corboz (Illustrateur), Pascal Bertho (Scénariste)"
Infinity 8,9782369812746_C.jpg,9782369812746,13/03/2019,"La clé du mystère se trouve dans un lointain passé, quand la confédération intergalactique décide et organise le génocide des Tonn Shärs, aux pouvoirs temporels bien trop puissants au goût des autres races. Seuls 88 Tonn Shärs, dont le capitaine de l'Infinity 8 , seront gardés en vie et sous le joug de la confédération. Durant les trente années qui ont suivi le massacre, les 88 Tonn Shärs survivants ont feint l'ignorance, attendant patiemment de pouvoir se venger. Dans ce huitième et dernier reboot, l'heure de la vendetta a sonné. Les sept reboots déjà effectués par le capitaine lui ont permis de faire tomber les masques : pris d'une crise de violence, il met à mort tous les opérateurs du spatio-paquebot. Tous ? Pas exactement, le lieutenant Reffo étant sauvé in extremis par Hal. Remis sur pieds par la technologie des robots éveillés, Reffo élabore un plan visant à empêcher le capitaine de détruire la confédération qui va nécessiter le renfort des six agentes précédemment missionnés.",20.1x29.1cm,"Lewis Trondheim (Scénariste), Killoffer (Illustrateur)"
La planète aux cauchemars,9782369814962_C.jpg,9782369814962,13/03/2019,"À Newbury Port, gare centrale des navettes spatiales, une jeune femme souhaite aller à Arkham Beta, une planète voisine sur laquelle vit une partie de sa famille. À défaut de pouvoir se payer un billet direct et intriguée par la description que lui en fait le guichetier, elle opte pour « la barge », un vaisseau low cost qui fait escale à Innsmouth, planète qui a connu ses heures de gloire grâce à l'exploitation de l'or qui depuis périclite et souffre d'une mauvaise réputation (maisons abandonnées, ville désoeuvrée, créatures mutantes…). La plupart des habitants d'Innsmouth ont une morphologie étrange, quasi-batracienne. Un culte païen, l'Ordre ésotérique de Dagon, a remplacé la religion chrétienne. Alors qu'elle ne devait être de passage qu'une journée, la voilà contrainte d'y rester une nuit et de séjourner dans l'unique hôtel, le Gilman. Convaincue que quelque chose d'anormal se passe dans cette ville, va t-elle découvrir ce que c'est ?",24x32.1cm,"Mathieu Sapin (Scénariste), Patrick Pion (Illustrateur), Howard Phillips Lovecraft (Auteur), Maxime Le Dain (Traducteur), Walter Pezzali (Coloriste)"
Yin et le dragon,9782369811800_C.jpg,9782369811800,13/02/2019,"La tempête que redoutaient Yin et ses amis est maintenant sur eux: Xi Qong, le grand dragon noir de la fin des temps a lancé son attaque sur le règne des hommes. L'armée japonaise est en déroute et rien ne semble pouvoir arrêter la folie destructrice du terrifiant dragon. Yin et ses amis ne baissent pas les bras pour autant et comptent bien se battre pour leur survie et celle de leur monde. Mais pour espérer vaincre Xi Qong, ils devront trouver des alliés pour les soutenir dans cette épreuve... car la bataille contre le grand dragon noir de la fin des temps s'annonce terrible.",24.1x31.9cm,"Richard Marazano (Scénariste), Yao Xu (Illustrateur)"
